USERID,Timestamp,Age,Industry,Job title,Salary,Compensation,Currency,Country,State,City,Overall years of experience,Years of experience in current job,Education level,Gender
11575,4/29/2021 16:10:15,35-44,Healthcare IT,Senior Human Resources and Internal Operatons Manager,106080,0,USD,United States,Virginia,Bristow,21 - 30 years,11 - 20 years,Master's degree,Woman
6393,4/29/2021 16:11:43,25-34,science research,Postdoctoral research fellow,59000,0,USD,USA,Florida,Jupiter,2 - 4 years,2 - 4 years,PhD,Woman
3277,4/29/2021 16:12:49,25-34,Recruitment or HR,HR Business Partner ,90000,0,USD,United States,California,"Oakland, CA ",8 - 10 years,2 - 4 years,College degree,Woman
3991,4/29/2021 16:14:20,35-44,Insurance,Case Coordinator,41000,0,USD,United States,Minnesota,Bloomington,11 - 20 years,11 - 20 years,College degree,Woman
4982,4/29/2021 16:16:58,55-64,Health care,RN Case Manager,85000,0,USD,USA,Arizona,Phoenix,31 - 40 years,31 - 40 years,College degree,Woman
12924,4/29/2021 16:17:23,18-24,Business or Consulting,Underwriter,65000,20000,USD,USA,Massachusetts,Boston,2 - 4 years,1 year or less,College degree,Woman
5386,4/29/2021 16:17:44,18-24,"Marketing, Advertising & PR",CPG Marketing Analyst,72000,6000,USD,United States,Illinois,Chicago,1 year or less,1 year or less,College degree,Woman
11920,4/29/2021 16:18:10,25-34,Computing or Tech,Technical Support,44900,2000,USD,United States,Florida,West Palm Beach,5-7 years,5-7 years,College degree,Man
3357,4/29/2021 16:18:33,25-34,Social Work,Provider Network Auditor,58000,700,USD,United States,Michigan,Saginaw,8 - 10 years,5-7 years,College degree,Woman
8828,4/29/2021 16:18:42,25-34,Nonprofits,Coordinator,54000,0,USD,United States,Michigan,Detroit,5-7 years,5-7 years,Master's degree,Woman
2339,4/29/2021 16:19:05,35-44,"Marketing, Advertising & PR",Director of Marketing and Communications ,107000,8000,USD,USA,California,San Diego,11 - 20 years,11 - 20 years,College degree,Woman
7633,4/29/2021 16:19:12,45-54,Computing or Tech,Frontend Designer,65000,500,USD,USA,Ohio,Dayton,11 - 20 years,8 - 10 years,College degree,Woman
2670,4/29/2021 16:19:12,25-34,libraries,Collection Development Librarian,46500,0,USD,USA,Indiana,New Albany,5-7 years,5-7 years,Master's degree,Woman
13182,4/29/2021 16:19:42,45-54,Government and Public Administration,Director of IT,130000,0,USD,United States,Pennsylvania,Philadelphia ,21 - 30 years,21 - 30 years,Master's degree,Man
11690,4/29/2021 16:21:09,25-34,"Marketing, Advertising & PR",Executive Administrator,70000,2000,USD,United States,Illinois,Chicago,5-7 years,2 - 4 years,Master's degree,Woman
8321,4/29/2021 16:23:51,25-34,Engineering or Manufacturing,Controls Engineer,85000,0,USD,United States,North Carolina,Greensboro,11 - 20 years,11 - 20 years,College degree,Man
11545,4/29/2021 16:24:05,18-24,Engineering or Manufacturing,validation engineer,96580,4000,USD,US,California,los angeles,5-7 years,2 - 4 years,Master's degree,Man
5985,4/29/2021 16:24:24,35-44,Computing or Tech,Senior Software Engineer,135200,13520,USD,United States,New York,New York City,11 - 20 years,2 - 4 years,Master's degree,Woman
8698,4/29/2021 16:24:40,18-24,Business or Consulting,Technology consultant ,70000,0,USD,United States,Georgia,Atlanta,1 year or less,1 year or less,College degree,Woman
7384,4/29/2021 16:24:42,25-34,Engineering or Manufacturing,Aerospace engineer ,104000,0,USD,USA,Texas,Fort Worth ,5-7 years,5-7 years,College degree,Woman
8389,4/29/2021 16:25:35,35-44,Nonprofits,Development Director,130000,0,USD,USA,California,San Diego,11 - 20 years,11 - 20 years,Master's degree,Woman
3726,4/29/2021 16:26:36,25-34,"Accounting, Banking & Finance",Assistant Vice President - Operations Supervisor,64000,6000,USD,United States,California,Los Angeles,5-7 years,5-7 years,College degree,Woman
5501,4/29/2021 16:26:51,25-34,Nonprofits,Senior Community Organizer,41000,1000,USD,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Non-binary
3150,4/29/2021 16:30:58,25-34,Nonprofits,Recruiting Manager,85000,15000,USD,United States,Virginia,Arlington,11 - 20 years,5-7 years,Master's degree,Woman
9478,4/29/2021 16:31:28,25-34,Computing or Tech,Site Reliability Engineer,127000,4000,USD,United States,Illinois,Chicago,11 - 20 years,8 - 10 years,College degree,Prefer Not Answer
6090,4/29/2021 16:32:24,25-34,"Accounting, Banking & Finance",Senior Content Editor,105000,15000,USD,USA,New York,New York City,5-7 years,2 - 4 years,College degree,Woman
2002,4/29/2021 16:32:56,35-44,Content Review - Copyright/DMCA,Tier 2 Copyright Admin,51000,0,USD,USA,California,San Jose,11 - 20 years,2 - 4 years,Some college,Man
8520,4/29/2021 16:33:34,35-44,Engineering or Manufacturing,Research fellow (lab/field technician),42000,0,USD,United states,Massachusetts,Amherst,21 - 30 years,11 - 20 years,College degree,Woman
3246,4/29/2021 16:33:35,25-34,Education (Primary/Secondary),Math Specialist,85000,2500,USD,USA,California,San Francisco,8 - 10 years,5-7 years,Master's degree,Woman
13059,4/29/2021 16:33:40,25-34,Entertainment,Associate Data Scientist,123000,10000,USD,United States,California,Los Angeles,2 - 4 years,2 - 4 years,PhD,Woman
3506,4/29/2021 16:35:48,45-54,Health care,SharePoint Product Owner,96000,13000,USD,USA,Minnesota,"Brooklyn Park, MN",21 - 30 years,11 - 20 years,Master's degree,Woman
12128,4/29/2021 16:35:53,45-54,Insurance,Sr. Account Relationship Manager,90000,25000,USD,USA,Ohio,Cincinnati ,21 - 30 years,21 - 30 years,Some college,Woman
6056,4/29/2021 16:37:08,25-34,Computing or Tech,Customer service lead,65624,5000,USD,Usa,Washington,Seattle,11 - 20 years,5-7 years,Some college,Woman
3919,4/29/2021 16:46:24,35-44,Education (Higher Education),"Chief of Operations, University Development",134000,0,USD,United States,California,San Diego,21 - 30 years,11 - 20 years,Master's degree,Woman
2375,4/29/2021 16:47:06,35-44,Computing or Tech,Mid-level SharePoint Developer,112500,960,USD,United States,Virginia,Arlington,11 - 20 years,11 - 20 years,College degree,Woman
9299,4/29/2021 16:47:20,35-44,Nonprofits,Director of Communications,80000,800,USD,U.S.,Georgia,Atlanta,8 - 10 years,8 - 10 years,Master's degree,Woman
7655,4/29/2021 16:48:02,25-34,Computing or Tech,Web Developer,75000,0,USD,United States,Utah,Lehi,5-7 years,5-7 years,College degree,Man
3284,4/29/2021 16:52:06,25-34,Computing or Tech,software engineer,95000,0,USD,USA,California,Santa Clara,2 - 4 years,2 - 4 years,College degree,Man
10586,4/29/2021 16:54:04,35-44,"Accounting, Banking & Finance",Office Manager,71000,6500,USD,United States,Massachusetts,Boston,21 - 30 years,5-7 years,Some college,Woman
8343,4/29/2021 16:58:16,25-34,"Accounting, Banking & Finance",Senior Financial Analyst,100000,15000,USD,USA,New York,New York City,5-7 years,2 - 4 years,College degree,Woman
8234,4/29/2021 17:00:27,25-34,Computing or Tech,Technical project manager,102000,2500,USD,USA,Massachusetts,Boston,8 - 10 years,5-7 years,College degree,Woman
2927,4/29/2021 17:00:50,25-34,Social Work,Social Worker for a State Agency,67000,0,USD,United States,Massachusetts,Boston,5-7 years,2 - 4 years,Master's degree,Woman
6576,4/29/2021 17:00:53,45-54,Education (Higher Education),Interim Director of Cataloging and Metadata Services,96000,0,USD,United States,Minnesota,Minneapolis,21 - 30 years,21 - 30 years,Master's degree,Woman
3647,4/29/2021 17:03:09,25-34,Computing or Tech,Systems Engineer,55000,0,USD,U.S.,New York,New York City,11 - 20 years,2 - 4 years,Some college,Man
3300,4/29/2021 17:03:21,25-34,"Marketing, Advertising & PR",Copywriter,65000,5000,USD,United States ,Michigan,Detroit,5-7 years,2 - 4 years,Master's degree,Man
3608,4/29/2021 17:04:39,35-44,Training,eLearning Specialist,87000,0,USD,United States,Ohio,Columbus,11 - 20 years,2 - 4 years,Master's degree,Woman
8636,4/29/2021 17:06:10,35-44,Nonprofits,Graphic Designer and Production Manager,63000,600,USD,USA,Virginia,"Alexandria, VA",11 - 20 years,11 - 20 years,College degree,Woman
1530,4/29/2021 17:08:27,35-44,Entertainment,Senior product designer,150000,7000,USD,Usa,California,Los Angeles ,21 - 30 years,11 - 20 years,College degree,Man
8812,4/29/2021 17:09:05,45-54,"Leisure, Sport & Tourism",Executive Assistant,87360,0,USD,USA,Illinois,Chicago,21 - 30 years,8 - 10 years,College degree,Woman
6728,4/29/2021 17:10:01,45-54,Nonprofits,HR Compliance Coordinator/Admin Assistant,38000,0,USD,United States,Tennessee,Johnson City,21 - 30 years,11 - 20 years,College degree,Woman
7216,4/29/2021 17:10:56,65 or over,Wholesale Industrial & Welding Supplies & Equipment,HR Manager,50000,0,USD,USA,Georgia,Atlanta,31 - 40 years,5-7 years,High School,Woman
12573,4/29/2021 17:11:06,25-34,Media & Digital,Senior Video Journalist,115000,0,USD,USA,New York,New York,5-7 years,5-7 years,College degree,Woman
5587,4/29/2021 17:12:24,45-54,Education (Higher Education),Application Developer,82000,0,USD,USA,Texas,Fort Worth,21 - 30 years,21 - 30 years,College degree,Woman
5270,4/29/2021 17:12:38,35-44,Retail,General Manager,60000,15000,USD,USA,Indiana,Vincennes,11 - 20 years,8 - 10 years,College degree,Woman
4163,4/29/2021 17:12:52,45-54,Law,Pro Bono Director,65000,0,USD,United States,Alaska,Anchorage,11 - 20 years,11 - 20 years,College degree,Woman
11729,4/29/2021 17:13:02,45-54,Government and Public Administration,Administrative Assistant - HR,46450,0,USD,United States,Missouri,O'Fallon,11 - 20 years,11 - 20 years,College degree,Woman
8144,4/29/2021 17:13:40,18-24,Computing or Tech,Full Stack Developer,56400,5000,USD,USA,California,San Diego,2 - 4 years,2 - 4 years,College degree,Man
8640,4/29/2021 17:14:11,35-44,Education (Higher Education),Administrative Coordinator,49212,0,USD,United States,Oregon,Portland,11 - 20 years,5-7 years,College degree,Woman
9666,4/29/2021 17:14:48,25-34,Nonprofits,Policy Counsel,85000,0,USD,United States,New York,New York ,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman
6189,4/29/2021 17:14:59,45-54,Computing or Tech,Senior Software Developer,150000,5000,USD,USA,Oregon,Eugene,11 - 20 years,11 - 20 years,PhD,Man
6995,4/29/2021 17:16:45,25-34,Nonprofits,Associate Director of Membership & Events,42000,1000,USD,US,Iowa,Des Moines,11 - 20 years,8 - 10 years,Master's degree,Woman
10305,4/29/2021 17:19:10,25-34,"Accounting, Banking & Finance",Talent Acquisition Partner,66700,10000,USD,United States,Arizona,Phoenix,2 - 4 years,1 year or less,College degree,Woman
6873,4/29/2021 17:20:20,25-34,Insurance,Software Developer,83000,5000,USD,United States,Minnesota,Minneapolis,2 - 4 years,2 - 4 years,College degree,Woman
10217,4/29/2021 17:20:25,35-44,Health care,Hospice chaplain,58000,0,USD,United states,Pennsylvania,Philadelphia,11 - 20 years,8 - 10 years,Master's degree,Woman
2732,4/29/2021 17:20:47,18-24,Aerospace and Defense,Procurement Representative,59500,1000,USD,United States,Colorado,Denver,1 year or less,1 year or less,College degree,Woman
5116,4/29/2021 17:22:48,35-44,Government and Public Administration,Epidemiologist,92000,0,USD,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,Master's degree,Woman
11697,4/29/2021 17:24:48,25-34,Business or Consulting,Consultant,72000,2500,USD,US,Colorado,Boulder,5-7 years,2 - 4 years,Master's degree,Woman
5869,4/29/2021 17:25:51,25-34,Health care,Front office coordinator,43680,1500,USD,United States,Georgia,Athens,2 - 4 years,2 - 4 years,College degree,Woman
11050,4/29/2021 17:26:23,25-34,Engineering or Manufacturing,Senior Engineer,111800,5000,USD,United States,Texas,Houston,11 - 20 years,11 - 20 years,College degree,Woman
7149,4/29/2021 17:27:42,25-34,Computing or Tech,Quality Manager,83000,3000,USD,USA,Wisconsin,Madison,5-7 years,5-7 years,College degree,Woman
6287,4/29/2021 17:29:25,35-44,Nonprofits,IT Director,150000,22500,USD,USA,District of Columbia,Washington,21 - 30 years,11 - 20 years,College degree,Man
13223,4/29/2021 17:30:18,35-44,Education (Higher Education),Academic Coordinator,59000,0,USD,USA,Massachusetts,Boston,11 - 20 years,1 year or less,College degree,Woman
11398,4/29/2021 17:30:31,35-44,Computing or Tech,Implementation Specialist ,80000,5000,USD,United States of America ,Massachusetts,South Yarmouth ,21 - 30 years,2 - 4 years,Some college,Woman
2354,4/29/2021 17:33:13,35-44,Engineering or Manufacturing,Executive Director of Digital Strategies,121000,0,USD,United States,Tennessee,Nashville,11 - 20 years,11 - 20 years,Master's degree,Woman
11584,4/29/2021 17:37:49,18-24,Business or Consulting,Defense consultant ,77000,2500,USD,USA,District of Columbia,Dc,2 - 4 years,2 - 4 years,College degree,Woman
12131,4/29/2021 17:38:31,35-44,"Public Health, local government",Health Officer,127000,0,USD,Usa,Michigan,Southwest MI,11 - 20 years,11 - 20 years,Master's degree,Woman
2922,4/29/2021 17:38:42,35-44,Nonprofits,Associate,100000,0,USD,USA,Washington,Seattle,8 - 10 years,5-7 years,Master's degree,Woman
3096,4/29/2021 17:39:57,25-34,Health care,Senior Regulatory Affairs Specialist,100050,10050,USD,USA,California,North Bay,8 - 10 years,5-7 years,College degree,Woman
1268,4/29/2021 17:43:55,35-44,Engineering or Manufacturing,Document Layout Specialist,80000,0,USD,USA,Alabama,Huntsville,11 - 20 years,11 - 20 years,College degree,Woman
11867,4/29/2021 17:46:08,25-34,Nonprofits,Librarian,59051,0,USD,United States,New York,Queens,11 - 20 years,5-7 years,Master's degree,Non-binary
6308,4/29/2021 17:46:29,25-34,Nonprofits,Development Manager,73078,0,USD,United States,Washington,SeaTac,11 - 20 years,8 - 10 years,College degree,Woman
11288,4/29/2021 17:46:31,25-34,Health care,Medical writer ,85000,1800,USD,United States ,Arizona,Phoenix ,5-7 years,1 year or less,PhD,Woman
2010,4/29/2021 17:47:02,35-44,Insurance,Contract analyst,65000,3000,USD,US,Connecticut,Hartford,11 - 20 years,11 - 20 years,College degree,Woman
4624,4/29/2021 17:47:10,25-34,Art & Design,Graphic Designer ,41000,0,USD,USA,Missouri,St. Louis ,5-7 years,5-7 years,College degree,Woman
6978,4/29/2021 17:50:26,45-54,"Marketing, Advertising & PR",Director of Research,92000,0,USD,USA,Florida,Miami,21 - 30 years,21 - 30 years,Master's degree,Woman
10610,4/29/2021 17:51:32,35-44,Art & Design,Lead Director of Project Development ,115000,10000,USD,United States of America,Minnesota,Rosemount,11 - 20 years,11 - 20 years,College degree,Woman
7764,4/29/2021 17:51:43,35-44,Business or Consulting,Consultant,83400,2500,USD,USA,Illinois,Mt Prospect,11 - 20 years,11 - 20 years,College degree,Man
4658,4/29/2021 17:52:02,25-34,Computing or Tech,Project Manager,80000,8000,USD,United States of America,Illinois,Chicago,11 - 20 years,5-7 years,College degree,Woman
9799,4/29/2021 17:52:38,35-44,Property or Construction,Sr. Manager of Project Controls,125500,0,USD,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,College degree,Woman
518,4/29/2021 17:53:06,35-44,Education (Primary/Secondary),Director of College Counseling,97000,0,USD,US,Massachusetts,Chestnut Hill,11 - 20 years,8 - 10 years,Master's degree,Woman
11503,4/29/2021 17:54:13,35-44,Engineering or Manufacturing,Civil Engineer,150000,0,USD,United States,California,Los Angeles,11 - 20 years,11 - 20 years,Master's degree,Woman
13124,4/29/2021 17:54:47,25-34,"Accounting, Banking & Finance",Senior Tax Accountant,100000,5000,USD,U.S.,New York,NYC,2 - 4 years,2 - 4 years,Master's degree,Woman
5708,4/29/2021 17:56:16,25-34,Engineering or Manufacturing,Program Manager III,80000,5600,USD,US,Illinois,Rockford,8 - 10 years,1 year or less,Master's degree,Woman
6484,4/29/2021 17:56:22,25-34,Art & Design,Interior Designer,55000,12000,USD,USA,Hawaii,Honolulu,5-7 years,5-7 years,College degree,Woman
12038,4/29/2021 17:57:18,35-44,Law,Trademark Paralegal Manager,100000,5000,USD,United States,Colorado,Denver,11 - 20 years,11 - 20 years,College degree,Woman
10561,4/29/2021 17:59:12,25-34,"Accounting, Banking & Finance",People operations coordinator,56000,0,USD,USA ,Oregon,Portland,2 - 4 years,2 - 4 years,Master's degree,Woman
408,4/29/2021 17:59:56,25-34,Health care,Speech Language Pathologist,112320,0,USD,US,New York,Medford,8 - 10 years,2 - 4 years,Master's degree,Woman
1435,4/29/2021 18:00:24,25-34,Agriculture or Forestry,HR Manager,62500,1000,USD,USA,Minnesota,Minneapolis,8 - 10 years,8 - 10 years,College degree,Woman
4479,4/29/2021 18:02:06,35-44,Insurance,Continuous Improvement Manager,115000,0,USD,United States,Florida,Jacksonville,21 - 30 years,11 - 20 years,College degree,Woman
2040,4/29/2021 18:04:56,25-34,"Marketing, Advertising & PR",Digital Designer,58500,500,USD,USA,Virginia,Alexandria,11 - 20 years,11 - 20 years,College degree,Woman
8572,4/29/2021 18:06:57,35-44,Print publishing,Copyeditor,68500,9500,USD,United States,California,San Francisco,11 - 20 years,5-7 years,College degree,Man
9673,4/29/2021 18:08:38,25-34,Biotech,Technical Development Research Associate,93000,10000,USD,USA,California,San Francisco,2 - 4 years,2 - 4 years,College degree,Woman
10823,4/29/2021 18:09:44,35-44,Computing or Tech,Software Consultant,100000,10000,USD,United States,Wisconsin,Milwaukee,11 - 20 years,8 - 10 years,College degree,Man
4361,4/29/2021 18:10:18,45-54,Government and Public Administration,Senior Planner,101000,0,USD,USA,Washington,Port Orchard,21 - 30 years,21 - 30 years,Master's degree,Woman
11817,4/29/2021 18:10:32,35-44,Transport or Logistics,principal Consultant,119000,0,USD,USA,Colorado,Denver,11 - 20 years,8 - 10 years,Master's degree,Man
7875,4/29/2021 18:11:47,45-54,Computing or Tech,Principal Software Engineer,142000,15000,USD,United States,Iowa,Cedar Rapids,21 - 30 years,21 - 30 years,College degree,Man
5624,4/29/2021 18:12:21,25-34,"Marketing, Advertising & PR",Growth Marketing Lead,120000,18000,USD,USA,New York,New York,2 - 4 years,2 - 4 years,College degree,Woman
1949,4/29/2021 18:14:06,45-54,Computing or Tech,Principal Software Engineer ,142000,15000,USD,United States,Iowa,Cedar Rapids ,21 - 30 years,21 - 30 years,College degree,Man
8765,4/29/2021 18:15:05,25-34,Business or Consulting,Director,112500,15000,USD,USA,District of Columbia,Washington,5-7 years,5-7 years,College degree,Man
5238,4/29/2021 18:17:30,25-34,Education (Higher Education),Program Officer,80000,0,USD,USA,Michigan,Lansing,2 - 4 years,2 - 4 years,PhD,Woman
10108,4/29/2021 18:18:05,35-44,Information Services/Libraries,Librarian,53000,0,USD,United States,Illinois,Oak Lawn ,11 - 20 years,11 - 20 years,Master's degree,Woman
11743,4/29/2021 18:18:18,25-34,Computing or Tech,Software Engineer,95000,2000,USD,USA,Washington,"Seattle, Wa",5-7 years,5-7 years,College degree,Woman
1800,4/29/2021 18:18:30,35-44,"Accounting, Banking & Finance",Client Experience Specialist,44400,6700,USD,Usa,Idaho,Boise,11 - 20 years,2 - 4 years,College degree,Woman
5028,4/29/2021 18:22:39,25-34,Health care,veterinarian,110000,2000,USD,USA,Georgia,"Alpharetta, GA",8 - 10 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman
9773,4/29/2021 18:30:47,35-44,Non-profit Theatre,Associate General Manager,72000,0,USD,USA,California,Los Angeles,11 - 20 years,11 - 20 years,College degree,Woman
2535,4/29/2021 18:31:26,25-34,"Marketing, Advertising & PR",Proposal Specialist,66950,0,USD,United States,California,Orange,5-7 years,5-7 years,College degree,Woman
7600,4/29/2021 18:31:56,25-34,Education (Primary/Secondary),Associate Principal,85000,0,USD,United States,Texas,San Antonio,8 - 10 years,8 - 10 years,PhD,Woman
5318,4/29/2021 18:34:10,35-44,Pharmaceutical ,Sr. HR Manager,102211,15331,USD,USA,California,Long Beach,11 - 20 years,11 - 20 years,Some college,Woman
3988,4/29/2021 18:34:40,35-44,Government and Public Administration,Program Manager,80000,0,USD,United States,California,Los Angeles,11 - 20 years,11 - 20 years,Master's degree,Woman
11961,4/29/2021 18:36:43,25-34,Nonprofits,External Partnerships Director ,58000,300,USD,US,District of Columbia,Washington DC,5-7 years,5-7 years,College degree,Woman
8906,4/29/2021 18:37:03,35-44,Retail,sr project manager,119000,22500,USD,United States,Washington,Seattle,11 - 20 years,8 - 10 years,Master's degree,Woman
680,4/29/2021 18:40:10,35-44,Health care,Practice Manager ,82000,3000,USD,United States,Connecticut,Farmington ,11 - 20 years,8 - 10 years,College degree,Woman
267,4/29/2021 18:40:14,35-44,Nonprofits,Managing Partner,144000,0,USD,USA,Texas,Austin,11 - 20 years,11 - 20 years,PhD,Woman
8971,4/29/2021 18:41:19,45-54,Education (Primary/Secondary),Principal,149000,0,USD,USA,Virginia,Alexandria,21 - 30 years,21 - 30 years,Master's degree,Woman
12778,4/29/2021 18:42:38,25-34,"Accounting, Banking & Finance",Grants Coordinator B,60320,0,USD,USA,Pennsylvania,West Grove,8 - 10 years,2 - 4 years,College degree,Woman
2204,4/29/2021 18:49:48,25-34,Public Library,"Library Associate, Children's Department",41300,0,USD,United States,Maryland,Frederick,2 - 4 years,2 - 4 years,College degree,Woman
4656,4/29/2021 18:50:27,45-54,Education (Higher Education),Professor of Physics,109000,15000,USD,US,Ohio,Oxford,21 - 30 years,21 - 30 years,PhD,Woman
3739,4/29/2021 18:52:34,35-44,Health care,Hr business partner,72000,0,USD,United States ,North Dakota,Bismarck,11 - 20 years,5-7 years,College degree,Woman
8627,4/29/2021 18:54:33,35-44,Business or Consulting,Senior Administrative Assistant,55000,1000,USD,United States,Maryland,Bethesda,5-7 years,2 - 4 years,College degree,Woman
1734,4/29/2021 18:55:32,18-24,Transport or Logistics,Logistics technician,44720,0,USD,US,New Jersey,Piscataway,2 - 4 years,1 year or less,High School,Woman
5748,4/29/2021 19:02:05,25-34,"Marketing, Advertising & PR",Account Executive,67000,1200,USD,USA,District of Columbia,"Washington, DC",2 - 4 years,2 - 4 years,College degree,Woman
3735,4/29/2021 19:03:55,35-44,Computing or Tech,Business Operations (Data Analyst),117000,5000,USD,USA,California,Remote (Southern CA),8 - 10 years,5-7 years,Master's degree,Woman
8705,4/29/2021 19:12:48,18-24,Consulting / Professional Services,Associate,50000,10000,USD,USA,Alabama,Mobile,5-7 years,2 - 4 years,College degree,Non-binary
13138,4/29/2021 19:13:15,35-44,Computing or Tech,Lead Developer,131000,1000,USD,United States,Michigan,Detroit,21 - 30 years,21 - 30 years,College degree,Man
10751,4/29/2021 19:13:28,35-44,Nonprofits,Human Resources Director,120000,0,USD,United States,California,Anaheim,11 - 20 years,5-7 years,College degree,Woman
1370,4/29/2021 19:15:19,25-34,Media & Digital,Editor,101000,0,USD,United States,New York,New York,8 - 10 years,8 - 10 years,Master's degree,Woman
13216,4/29/2021 19:21:25,35-44,Arts Administration ,Director of Operations,61000,0,USD,United States,New York,New York,11 - 20 years,8 - 10 years,College degree,Woman
4320,4/29/2021 19:26:03,25-34,Health care,Psychotherapist,105000,0,USD,USA,New York,New York,8 - 10 years,8 - 10 years,Master's degree,Man
7032,4/29/2021 19:29:22,35-44,Nonprofits,Youth pastor,45000,0,USD,America,Georgia,Atlanta ,11 - 20 years,2 - 4 years,Master's degree,Woman
4532,4/29/2021 19:30:01,45-54,Public Libraries,Library Branch Manager,110000,0,USD,USA,Maryland,Baltimore County,21 - 30 years,11 - 20 years,Master's degree,Woman
4425,4/29/2021 19:30:55,35-44,Education (Higher Education),Instructional Designer,71000,0,USD,United States,Wisconsin,Madison,11 - 20 years,11 - 20 years,Master's degree,Prefer Not Answer
1590,4/29/2021 19:31:01,25-34,Nonprofits,Chief Operations Officer,80000,0,USD,USA,Massachusetts,Boston,8 - 10 years,2 - 4 years,Master's degree,Woman
9414,4/29/2021 19:32:16,35-44,Hospitality & Events,"Owner, event planning company ",110000,0,USD,United States,California,Vallejo,21 - 30 years,11 - 20 years,College degree,Woman
2519,4/29/2021 19:32:25,35-44,Nonprofits,Senior Communications Officer,82000,0,USD,United States,Georgia,Atlanta,11 - 20 years,8 - 10 years,College degree,Woman
12081,4/29/2021 19:34:30,25-34,Business or Consulting,Consultant,80900,5000,USD,U.S.,"District of Columbia, Virginia",Washington DC,2 - 4 years,2 - 4 years,College degree,Woman
10308,4/29/2021 19:34:47,25-34,Utilities & Telecommunications,Compensation Analyst,85000,13500,USD,USA,New Jersey,Morristown,2 - 4 years,1 year or less,Master's degree,Man
9931,4/29/2021 19:35:07,25-34,Recruitment or HR,Director of HR,131000,0,USD,USA,Massachusetts,Waltham,8 - 10 years,8 - 10 years,College degree,Woman
2099,4/29/2021 19:37:40,35-44,Art & Design,Jewelry Designer ,85000,1200,USD,Usa,Rhode Island,Warwick,11 - 20 years,11 - 20 years,College degree,Woman
12268,4/29/2021 19:38:52,25-34,Engineering or Manufacturing,CSR II,50000,1000,USD,USA,Tennessee,La Vergne,8 - 10 years,5-7 years,Some college,Woman
6549,4/29/2021 19:39:17,25-34,"Marketing, Advertising & PR",Product Manager,62320,2500,USD,USA,Ohio,Cleveland,5-7 years,2 - 4 years,College degree,Woman
3096,4/29/2021 19:42:05,35-44,Engineering or Manufacturing,Senior Manager,120000,18000,USD,United States,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,College degree,Woman
5752,4/29/2021 19:43:51,25-34,Engineering or Manufacturing,HR Generalist,71000,6000,USD,United States ,Ohio,Dayton,8 - 10 years,8 - 10 years,College degree,Woman
4664,4/29/2021 19:45:20,35-44,"Marketing, Advertising & PR",Market Intelligence Strategy Leader,130000,9500,USD,Usa,New York,New York,8 - 10 years,1 year or less,Master's degree,Woman
4788,4/29/2021 19:46:55,25-34,Media & Digital,Senior Product Designer,130000,13000,USD,USA,New York,New York City,8 - 10 years,5-7 years,College degree,Woman
6076,4/29/2021 19:47:05,45-54,Government and Public Administration,Editor,63000,0,USD,U.S.,Texas,Houston,31 - 40 years,5-7 years,College degree,Woman
9846,4/29/2021 19:49:06,25-34,Pharmaceutical ,Clinical Trial Associate ,92000,9000,USD,United States,California,San Diego,8 - 10 years,5-7 years,Master's degree,Woman
3193,4/29/2021 19:50:49,25-34,Nonprofits,Senior Event Programmer,48000,2000,USD,United States,Texas,Houston,8 - 10 years,5-7 years,Some college,Woman
5841,4/29/2021 19:50:56,25-34,Government and Public Administration,Senior Director,140000,0,USD,USA,New York,New York City,8 - 10 years,8 - 10 years,Master's degree,Woman
3273,4/29/2021 19:51:07,25-34,Insurance,Account manager,48500,5000,USD,United States ,Illinois,Champaign,8 - 10 years,5-7 years,Some college,Woman
12650,4/29/2021 19:51:45,35-44,"Accounting, Banking & Finance",Agile Journey Owner,132000,25000,USD,U.S.,Minnesota,Minneapolis ,21 - 30 years,11 - 20 years,Master's degree,Woman
4582,4/29/2021 19:54:20,35-44,Computing or Tech,Customer Support ,76000,5000,USD,United States,Washington,Spokane,11 - 20 years,5-7 years,Master's degree,Woman
9375,4/29/2021 19:54:29,25-34,Computing or Tech,Senior Analyst,55000,2000,USD,United States,Massachusetts,Remotely,11 - 20 years,8 - 10 years,College degree,Woman
9892,4/29/2021 19:59:43,35-44,Hospitality & Events,Director of Human Resources,135000,15000,USD,USA,Massachusetts,Chelsea,11 - 20 years,11 - 20 years,College degree,Woman
2047,4/29/2021 20:01:51,35-44,Nonprofits,Director of Advocacy,109000,5000,USD,United States,Virginia,Mclean ,8 - 10 years,8 - 10 years,Master's degree,Man
9229,4/29/2021 20:09:17,35-44,Nonprofits,Deputy Director,85000,600,USD,US,South Carolina,Columbia,11 - 20 years,11 - 20 years,Master's degree,Woman
4897,4/29/2021 20:09:48,35-44,Nonprofits,Membership Manager,46200,0,USD,United States,Kentucky,Lexington,11 - 20 years,11 - 20 years,College degree,Woman
11180,4/29/2021 20:11:22,25-34,Education (Higher Education),Grant Administrator,57000,0,USD,united states,Pennsylvania,Philadelphia,5-7 years,5-7 years,College degree,Man
